method,dataset,distribution,score
MSP,CIFAR-10,ID,0.9999175071716309
MSP,CIFAR-10,ID,0.99899822473526
MSP,CIFAR-10,ID,0.9999802112579346
MSP,CIFAR-10,ID,0.8418407440185547
MSP,CIFAR-10,ID,0.9990789890289307
MSP,CIFAR-10,ID,0.9999632835388184
MSP,CIFAR-10,ID,0.9992526173591614
MSP,CIFAR-10,ID,0.7770012021064758
MSP,CIFAR-10,ID,0.8318478465080261
MSP,CIFAR-10,ID,0.9511939287185669
MSP,CIFAR-10,ID,0.9976063966751099
MSP,CIFAR-10,ID,0.9998928308486938
MSP,CIFAR-10,ID,0.9961073994636536
MSP,CIFAR-10,ID,0.9793426990509033
MSP,CIFAR-10,ID,0.9996789693832397
MSP,CIFAR-10,ID,0.7814582586288452
MSP,CIFAR-10,ID,0.9999693632125854
MSP,CIFAR-10,ID,0.9998917579650879
MSP,CIFAR-10,ID,0.9603550434112549
MSP,CIFAR-10,ID,0.9999717473983765
MSP,CIFAR-10,ID,0.999818742275238
MSP,CIFAR-10,ID,0.9995307922363281
MSP,CIFAR-10,ID,0.9903985261917114
MSP,CIFAR-10,ID,0.9850674867630005
MSP,CIFAR-10,ID,0.9557895064353943
MSP,CIFAR-10,ID,0.9999788999557495
MSP,CIFAR-10,ID,0.9996356964111328
MSP,CIFAR-10,ID,0.9984498023986816
MSP,CIFAR-10,ID,0.998723566532135
MSP,CIFAR-10,ID,0.9843594431877136
MSP,CIFAR-10,ID,0.9648521542549133
MSP,CIFAR-10,ID,0.9984377026557922
MSP,CIFAR-10,ID,0.9999479055404663
MSP,CIFAR-10,ID,0.9690386652946472
MSP,CIFAR-10,ID,0.9992444515228271
MSP,CIFAR-10,ID,0.9999969005584717
MSP,CIFAR-10,ID,0.9991748929023743
MSP,CIFAR-10,ID,0.45538851618766785
MSP,CIFAR-10,ID,0.9995110034942627
MSP,CIFAR-10,ID,0.9968043565750122
MSP,CIFAR-10,ID,0.6304786801338196
MSP,CIFAR-10,ID,0.9237808585166931
MSP,CIFAR-10,ID,0.998908281326294
MSP,CIFAR-10,ID,0.9999916553497314
MSP,CIFAR-10,ID,0.9999979734420776
MSP,CIFAR-10,ID,0.999784529209137
MSP,CIFAR-10,ID,0.9934044480323792
MSP,CIFAR-10,ID,0.9991666078567505
MSP,CIFAR-10,ID,0.999890923500061
MSP,CIFAR-10,ID,0.9918079972267151
MSP,CIFAR-10,ID,0.9855870008468628
MSP,CIFAR-10,ID,0.9767565727233887
MSP,CIFAR-10,ID,0.9999159574508667
MSP,CIFAR-10,ID,0.9987816214561462
MSP,CIFAR-10,ID,0.9998972415924072
MSP,CIFAR-10,ID,0.6851024627685547
MSP,CIFAR-10,ID,0.9995818734169006
MSP,CIFAR-10,ID,0.9837577939033508
MSP,CIFAR-10,ID,0.9998807907104492
MSP,CIFAR-10,ID,0.6955498456954956
MSP,CIFAR-10,ID,0.9020989537239075
MSP,CIFAR-10,ID,0.9983980059623718
MSP,CIFAR-10,ID,0.984410285949707
MSP,CIFAR-10,ID,0.9816803932189941
MSP,CIFAR-10,ID,0.997368574142456
MSP,CIFAR-10,ID,0.9980104565620422
MSP,CIFAR-10,ID,0.7426984310150146
MSP,CIFAR-10,ID,0.9762979745864868
MSP,CIFAR-10,ID,0.8720062971115112
MSP,CIFAR-10,ID,0.9999840259552002
MSP,CIFAR-10,ID,0.8909432888031006
MSP,CIFAR-10,ID,0.9999997615814209
MSP,CIFAR-10,ID,0.9402315616607666
MSP,CIFAR-10,ID,0.9999836683273315
MSP,CIFAR-10,ID,0.9920889139175415
MSP,CIFAR-10,ID,0.999595582485199
MSP,CIFAR-10,ID,0.8828070163726807
MSP,CIFAR-10,ID,0.9730379581451416
MSP,CIFAR-10,ID,0.999369204044342
MSP,CIFAR-10,ID,0.9991371035575867
MSP,CIFAR-10,ID,0.9697531461715698
MSP,CIFAR-10,ID,0.5681647658348083
MSP,CIFAR-10,ID,0.9999599456787109
MSP,CIFAR-10,ID,0.7806297540664673
MSP,CIFAR-10,ID,0.9999322891235352
MSP,CIFAR-10,ID,0.9989880919456482
MSP,CIFAR-10,ID,0.6076374650001526
MSP,CIFAR-10,ID,0.9999173879623413
MSP,CIFAR-10,ID,0.9704729318618774
MSP,CIFAR-10,ID,0.9996950626373291
MSP,CIFAR-10,ID,0.5727931261062622
MSP,CIFAR-10,ID,0.9982085227966309
MSP,CIFAR-10,ID,0.9775935411453247
MSP,CIFAR-10,ID,0.9962651133537292
MSP,CIFAR-10,ID,0.9999938011169434
MSP,CIFAR-10,ID,0.9427054524421692
MSP,CIFAR-10,ID,0.9335393309593201
MSP,CIFAR-10,ID,0.9999760389328003
MSP,CIFAR-10,ID,0.9997323155403137
MSP,CIFAR-10,ID,0.9997860789299011
MSP,CIFAR-10,ID,0.6411573886871338
MSP,CIFAR-10,ID,0.9628625512123108
MSP,CIFAR-10,ID,0.9984923601150513
MSP,CIFAR-10,ID,0.9950212240219116
MSP,CIFAR-10,ID,0.9952490329742432
MSP,CIFAR-10,ID,0.9893816709518433
MSP,CIFAR-10,ID,0.9999727010726929
MSP,CIFAR-10,ID,0.967055082321167
MSP,CIFAR-10,ID,0.9999328851699829
MSP,CIFAR-10,ID,0.9908232688903809
MSP,CIFAR-10,ID,0.9985144734382629
MSP,CIFAR-10,ID,0.9999902248382568
MSP,CIFAR-10,ID,0.9968786239624023
MSP,CIFAR-10,ID,0.9970055222511292
MSP,CIFAR-10,ID,0.9999608993530273
MSP,CIFAR-10,ID,0.9918844699859619
MSP,CIFAR-10,ID,0.9999679327011108
MSP,CIFAR-10,ID,0.9892207980155945
MSP,CIFAR-10,ID,0.9973288774490356
MSP,CIFAR-10,ID,0.9999148845672607
MSP,CIFAR-10,ID,0.9998804330825806
MSP,CIFAR-10,ID,0.9998496770858765
MSP,CIFAR-10,ID,0.9726001024246216
MSP,CIFAR-10,ID,0.9664551019668579
MSP,CIFAR-10,ID,0.9984032511711121
MSP,CIFAR-10,ID,0.6807600259780884
MSP,CIFAR-10,ID,0.9942172765731812
MSP,CIFAR-10,ID,0.7572019696235657
MSP,CIFAR-10,ID,0.9996507167816162
MSP,CIFAR-10,ID,0.9994801878929138
MSP,CIFAR-10,ID,0.9902746677398682
MSP,CIFAR-10,ID,0.9999915361404419
MSP,CIFAR-10,ID,0.9934913516044617
MSP,CIFAR-10,ID,0.30060213804244995
MSP,CIFAR-10,ID,0.9995274543762207
MSP,CIFAR-10,ID,0.9052913784980774
MSP,CIFAR-10,ID,0.8898757100105286
MSP,CIFAR-10,ID,0.9931467175483704
MSP,CIFAR-10,ID,0.3408256769180298
MSP,CIFAR-10,ID,0.9997194409370422
MSP,CIFAR-10,ID,0.42969778180122375
MSP,CIFAR-10,ID,0.8408127427101135
MSP,CIFAR-10,ID,0.9990739822387695
MSP,CIFAR-10,ID,0.9993115663528442
MSP,CIFAR-10,ID,0.9214291572570801
MSP,CIFAR-10,ID,0.9982996582984924
MSP,CIFAR-10,ID,0.9999420642852783
MSP,CIFAR-10,ID,0.9998358488082886
MSP,CIFAR-10,ID,0.9999592304229736
MSP,CIFAR-10,ID,0.7890946269035339
MSP,CIFAR-10,ID,0.5398260951042175
MSP,CIFAR-10,ID,0.9925682544708252
MSP,CIFAR-10,ID,0.9999955892562866
MSP,CIFAR-10,ID,0.9988538026809692
MSP,CIFAR-10,ID,0.9905331134796143
MSP,CIFAR-10,ID,0.9996728897094727
MSP,CIFAR-10,ID,0.998891294002533
MSP,CIFAR-10,ID,0.7697834968566895
MSP,CIFAR-10,ID,0.999797523021698
MSP,CIFAR-10,ID,0.9407287240028381
MSP,CIFAR-10,ID,0.9932451844215393
MSP,CIFAR-10,ID,0.6201606392860413
MSP,CIFAR-10,ID,0.9981655478477478
MSP,CIFAR-10,ID,0.9954200983047485
MSP,CIFAR-10,ID,0.9997369647026062
MSP,CIFAR-10,ID,0.9969151020050049
MSP,CIFAR-10,ID,0.9613703489303589
MSP,CIFAR-10,ID,0.8445490002632141
MSP,CIFAR-10,ID,0.9961835741996765
MSP,CIFAR-10,ID,0.9992477893829346
MSP,CIFAR-10,ID,0.9732581377029419
MSP,CIFAR-10,ID,0.9930839538574219
MSP,CIFAR-10,ID,0.9999806880950928
MSP,CIFAR-10,ID,0.9784835577011108
MSP,CIFAR-10,ID,0.9709359407424927
MSP,CIFAR-10,ID,0.7129907608032227
MSP,CIFAR-10,ID,0.5464989542961121
MSP,CIFAR-10,ID,0.8782075047492981
MSP,CIFAR-10,ID,0.9731306433677673
MSP,CIFAR-10,ID,0.9999823570251465
MSP,CIFAR-10,ID,0.9999730587005615
MSP,CIFAR-10,ID,0.8505457639694214
MSP,CIFAR-10,ID,0.9998573064804077
MSP,CIFAR-10,ID,0.8903785347938538
MSP,CIFAR-10,ID,0.9999384880065918
MSP,CIFAR-10,ID,0.9920435547828674
MSP,CIFAR-10,ID,0.9999737739562988
MSP,CIFAR-10,ID,0.6079848408699036
MSP,CIFAR-10,ID,0.9997797608375549
MSP,CIFAR-10,ID,0.8908107280731201
MSP,CIFAR-10,ID,0.9861996173858643
MSP,CIFAR-10,ID,0.9466226100921631
MSP,CIFAR-10,ID,0.9997161030769348
MSP,CIFAR-10,ID,0.5585747361183167
MSP,CIFAR-10,ID,0.9999880790710449
MSP,CIFAR-10,ID,0.9996432065963745
MSP,CIFAR-10,ID,0.528986394405365
MSP,CIFAR-10,ID,0.9999545812606812
MSP,CIFAR-10,ID,0.9981614947319031
MSP,CIFAR-10,ID,0.7521171569824219
MSP,CIFAR-10,ID,0.9923674464225769
MSP,CIFAR-10,ID,0.9997703433036804
MSP,CIFAR-10,ID,0.9998890161514282
MSP,CIFAR-10,ID,0.9999966621398926
MSP,CIFAR-10,ID,0.9999929666519165
MSP,CIFAR-10,ID,0.8199080228805542
MSP,CIFAR-10,ID,0.9982708692550659
MSP,CIFAR-10,ID,0.9976669549942017
MSP,CIFAR-10,ID,0.9999662637710571
MSP,CIFAR-10,ID,0.9990283250808716
MSP,CIFAR-10,ID,0.9996060729026794
MSP,CIFAR-10,ID,0.9996480941772461
MSP,CIFAR-10,ID,0.9999974966049194
MSP,CIFAR-10,ID,0.9999719858169556
MSP,CIFAR-10,ID,0.5764339566230774
MSP,CIFAR-10,ID,0.994860053062439
MSP,CIFAR-10,ID,0.9999698400497437
MSP,CIFAR-10,ID,0.9993414282798767
MSP,CIFAR-10,ID,0.9172632098197937
MSP,CIFAR-10,ID,0.997930645942688
MSP,CIFAR-10,ID,0.9018393158912659
MSP,CIFAR-10,ID,0.9026259183883667
MSP,CIFAR-10,ID,0.9988226294517517
MSP,CIFAR-10,ID,0.9973018169403076
MSP,CIFAR-10,ID,0.9465166330337524
MSP,CIFAR-10,ID,0.4447321593761444
MSP,CIFAR-10,ID,0.9568561911582947
MSP,CIFAR-10,ID,0.9980699419975281
MSP,CIFAR-10,ID,0.9197428822517395
MSP,CIFAR-10,ID,0.9957723021507263
MSP,CIFAR-10,ID,0.9981667995452881
MSP,CIFAR-10,ID,0.9998534917831421
MSP,CIFAR-10,ID,0.9990251064300537
MSP,CIFAR-10,ID,0.9985771179199219
MSP,CIFAR-10,ID,0.9997592568397522
MSP,CIFAR-10,ID,0.8710429668426514
MSP,CIFAR-10,ID,0.9087082743644714
MSP,CIFAR-10,ID,0.9997720122337341
MSP,CIFAR-10,ID,0.999821126461029
MSP,CIFAR-10,ID,0.9980012774467468
MSP,CIFAR-10,ID,0.9999481439590454
MSP,CIFAR-10,ID,0.9969342947006226
MSP,CIFAR-10,ID,0.9993594288825989
MSP,CIFAR-10,ID,0.9943806529045105
MSP,CIFAR-10,ID,0.6006314158439636
MSP,CIFAR-10,ID,0.9999988079071045
MSP,CIFAR-10,ID,0.9999700784683228
MSP,CIFAR-10,ID,0.989386796951294
MSP,CIFAR-10,ID,0.9993962049484253
MSP,CIFAR-10,ID,0.9999200105667114
MSP,CIFAR-10,ID,0.9576469659805298
MSP,CIFAR-10,ID,0.9920604228973389
MSP,CIFAR-10,ID,0.9975201487541199
MSP,CIFAR-10,ID,0.9896700978279114
MSP,CIFAR-10,ID,0.6879836916923523
MSP,CIFAR-10,ID,0.9951772689819336
MSP,CIFAR-10,ID,0.9994397759437561
MSP,CIFAR-10,ID,0.9850740432739258
MSP,CIFAR-10,ID,0.9713934659957886
MSP,CIFAR-10,ID,0.9999136924743652
MSP,CIFAR-10,ID,0.9997876286506653
MSP,CIFAR-10,ID,0.9999319314956665
MSP,CIFAR-10,ID,0.9999516010284424
MSP,CIFAR-10,ID,0.9992746710777283
MSP,CIFAR-10,ID,0.988572359085083
MSP,CIFAR-10,ID,0.9999332427978516
MSP,CIFAR-10,ID,0.9848410487174988
MSP,CIFAR-10,ID,0.4314596354961395
MSP,CIFAR-10,ID,0.5186095237731934
MSP,CIFAR-10,ID,0.38587790727615356
MSP,CIFAR-10,ID,0.9483649730682373
MSP,CIFAR-10,ID,0.9998000264167786
MSP,CIFAR-10,ID,0.9998013377189636
MSP,CIFAR-10,ID,0.997767448425293
MSP,CIFAR-10,ID,0.9999902248382568
MSP,CIFAR-10,ID,0.9883771538734436
MSP,CIFAR-10,ID,0.9998039603233337
MSP,CIFAR-10,ID,0.9843122363090515
MSP,CIFAR-10,ID,0.9986491799354553
MSP,CIFAR-10,ID,0.9543761014938354
MSP,CIFAR-10,ID,0.905307948589325
MSP,CIFAR-10,ID,0.9923742413520813
MSP,CIFAR-10,ID,0.49743974208831787
MSP,CIFAR-10,ID,0.9995904564857483
MSP,CIFAR-10,ID,0.9992984533309937
MSP,CIFAR-10,ID,0.9259321093559265
MSP,CIFAR-10,ID,0.9995881915092468
MSP,CIFAR-10,ID,0.9995457530021667
MSP,CIFAR-10,ID,0.8420999646186829
MSP,CIFAR-10,ID,0.9990992546081543
MSP,CIFAR-10,ID,0.5909231305122375
MSP,CIFAR-10,ID,0.9999707937240601
MSP,CIFAR-10,ID,0.9990228414535522
MSP,CIFAR-10,ID,0.8551105260848999
MSP,CIFAR-10,ID,0.9994949102401733
MSP,CIFAR-10,ID,0.8312259912490845
MSP,CIFAR-10,ID,0.9473651647567749
MSP,CIFAR-10,ID,0.7159318923950195
MSP,CIFAR-10,ID,0.9999806880950928
MSP,CIFAR-10,ID,0.9739691019058228
MSP,CIFAR-10,ID,0.992775559425354
MSP,CIFAR-10,ID,0.997817873954773
MSP,CIFAR-10,ID,0.9999133348464966
MSP,CIFAR-10,ID,0.9999911785125732
MSP,CIFAR-10,ID,0.9999539852142334
MSP,CIFAR-10,ID,0.9882283806800842
MSP,CIFAR-10,ID,0.9664362668991089
MSP,CIFAR-10,ID,0.9983786344528198
MSP,CIFAR-10,ID,0.9614651799201965
MSP,CIFAR-10,ID,0.9947301149368286
MSP,CIFAR-10,ID,0.9974545836448669
MSP,CIFAR-10,ID,0.9991433620452881
MSP,CIFAR-10,ID,0.9990105628967285
MSP,CIFAR-10,ID,0.7681861519813538
MSP,CIFAR-10,ID,0.9998695850372314
MSP,CIFAR-10,ID,0.9770765900611877
MSP,CIFAR-10,ID,0.9999430179595947
MSP,CIFAR-10,ID,0.553822934627533
MSP,CIFAR-10,ID,0.9998738765716553
MSP,CIFAR-10,ID,0.9734476208686829
MSP,CIFAR-10,ID,0.9999223947525024
MSP,CIFAR-10,ID,0.9966109395027161
MSP,CIFAR-10,ID,0.9998760223388672
MSP,CIFAR-10,ID,0.8777574896812439
MSP,CIFAR-10,ID,0.5376302599906921
MSP,CIFAR-10,ID,0.9999918937683105
MSP,CIFAR-10,ID,0.9967424273490906
MSP,CIFAR-10,ID,0.9999980926513672
MSP,CIFAR-10,ID,0.6625288128852844
MSP,CIFAR-10,ID,0.9972027540206909
MSP,CIFAR-10,ID,0.48118069767951965
MSP,CIFAR-10,ID,0.9999772310256958
MSP,CIFAR-10,ID,0.9996435642242432
MSP,CIFAR-10,ID,0.9980594515800476
MSP,CIFAR-10,ID,0.8932051062583923
MSP,CIFAR-10,ID,0.9979939460754395
MSP,CIFAR-10,ID,0.9999936819076538
MSP,CIFAR-10,ID,0.9999359846115112
MSP,CIFAR-10,ID,0.898186445236206
MSP,CIFAR-10,ID,0.9800710082054138
MSP,CIFAR-10,ID,0.8337305784225464
MSP,CIFAR-10,ID,0.9995666146278381
MSP,CIFAR-10,ID,0.4462776482105255
MSP,CIFAR-10,ID,0.9955926537513733
MSP,CIFAR-10,ID,0.9982101917266846
MSP,CIFAR-10,ID,0.7090376615524292
MSP,CIFAR-10,ID,0.4530455768108368
MSP,CIFAR-10,ID,0.9999855756759644
MSP,CIFAR-10,ID,0.9993242025375366
MSP,CIFAR-10,ID,0.9986438155174255
MSP,CIFAR-10,ID,0.9982195496559143
MSP,CIFAR-10,ID,0.8968179225921631
MSP,CIFAR-10,ID,0.9999358654022217
MSP,CIFAR-10,ID,0.9844081997871399
MSP,CIFAR-10,ID,0.9999823570251465
MSP,CIFAR-10,ID,0.9927195310592651
MSP,CIFAR-10,ID,0.9998641014099121
MSP,CIFAR-10,ID,0.9644923806190491
MSP,CIFAR-10,ID,0.9012190103530884
MSP,CIFAR-10,ID,0.9755247831344604
MSP,CIFAR-10,ID,0.9998581409454346
MSP,CIFAR-10,ID,0.6302069425582886
MSP,CIFAR-10,ID,0.9996405839920044
MSP,CIFAR-10,ID,0.9999661445617676
MSP,CIFAR-10,ID,0.994354248046875
MSP,CIFAR-10,ID,0.9932271838188171
MSP,CIFAR-10,ID,0.9999405145645142
MSP,CIFAR-10,ID,0.9973819851875305
MSP,CIFAR-10,ID,0.9265919923782349
MSP,CIFAR-10,ID,0.9963338375091553
MSP,CIFAR-10,ID,0.948353111743927
MSP,CIFAR-10,ID,0.810097873210907
MSP,CIFAR-10,ID,0.9997877478599548
MSP,CIFAR-10,ID,0.9994732737541199
MSP,CIFAR-10,ID,0.9961563944816589
MSP,CIFAR-10,ID,0.9955821633338928
MSP,CIFAR-10,ID,0.8599730730056763
MSP,CIFAR-10,ID,0.998085618019104
MSP,CIFAR-10,ID,0.999958872795105
MSP,CIFAR-10,ID,0.9997263550758362
MSP,CIFAR-10,ID,0.9831411838531494
MSP,CIFAR-10,ID,0.9999676942825317
MSP,CIFAR-10,ID,0.8842552900314331
MSP,CIFAR-10,ID,0.9972129464149475
MSP,CIFAR-10,ID,0.999980092048645
MSP,CIFAR-10,ID,0.8791491389274597
MSP,CIFAR-10,ID,0.9379209876060486
MSP,CIFAR-10,ID,0.9901258945465088
MSP,CIFAR-10,ID,0.995978832244873
MSP,CIFAR-10,ID,0.9135787487030029
MSP,CIFAR-10,ID,0.8655025362968445
MSP,CIFAR-10,ID,0.9999511241912842
MSP,CIFAR-10,ID,0.9884675145149231
MSP,CIFAR-10,ID,0.9999938011169434
MSP,CIFAR-10,ID,0.9999825954437256
MSP,CIFAR-10,ID,0.6568971276283264
MSP,CIFAR-10,ID,0.9775565266609192
MSP,CIFAR-10,ID,0.5701354742050171
MSP,CIFAR-10,ID,0.999988317489624
MSP,CIFAR-10,ID,0.999970555305481
MSP,CIFAR-10,ID,0.7341776490211487
MSP,CIFAR-10,ID,0.9945774078369141
MSP,CIFAR-10,ID,0.9999805688858032
MSP,CIFAR-10,ID,0.9983856678009033
MSP,CIFAR-10,ID,0.9999924898147583
MSP,CIFAR-10,ID,0.9998883008956909
MSP,CIFAR-10,ID,0.9999922513961792
MSP,CIFAR-10,ID,0.9997519850730896
MSP,CIFAR-10,ID,0.994873583316803
MSP,CIFAR-10,ID,0.9829387664794922
MSP,CIFAR-10,ID,0.9999998807907104
MSP,CIFAR-10,ID,0.9793282151222229
MSP,CIFAR-10,ID,0.9974567294120789
MSP,CIFAR-10,ID,0.9688122272491455
MSP,CIFAR-10,ID,0.8572959899902344
MSP,CIFAR-10,ID,0.9995787739753723
MSP,CIFAR-10,ID,0.998254120349884
MSP,CIFAR-10,ID,0.9999117851257324
MSP,CIFAR-10,ID,0.9998095631599426
MSP,CIFAR-10,ID,0.9998949766159058
MSP,CIFAR-10,ID,0.5998401045799255
MSP,CIFAR-10,ID,0.9999916553497314
MSP,CIFAR-10,ID,0.999998927116394
MSP,CIFAR-10,ID,0.9999507665634155
MSP,CIFAR-10,ID,0.9999417066574097
MSP,CIFAR-10,ID,0.9954479336738586
MSP,CIFAR-10,ID,0.9980337023735046
MSP,CIFAR-10,ID,0.9971404075622559
MSP,CIFAR-10,ID,0.9999247789382935
MSP,CIFAR-10,ID,0.9998999834060669
MSP,CIFAR-10,ID,0.837322473526001
MSP,CIFAR-10,ID,0.9823347330093384
MSP,CIFAR-10,ID,0.982991635799408
MSP,CIFAR-10,ID,0.9999815225601196
MSP,CIFAR-10,ID,0.99983811378479
MSP,CIFAR-10,ID,0.9999213218688965
MSP,CIFAR-10,ID,0.9954215884208679
MSP,CIFAR-10,ID,0.9697747826576233
MSP,CIFAR-10,ID,0.9944288730621338
MSP,CIFAR-10,ID,0.9925466179847717
MSP,CIFAR-10,ID,0.999957799911499
MSP,CIFAR-10,ID,0.9999992847442627
MSP,CIFAR-10,ID,0.9999977350234985
MSP,CIFAR-10,ID,0.49242693185806274
MSP,CIFAR-10,ID,0.9767928123474121
MSP,CIFAR-10,ID,0.9999915361404419
MSP,CIFAR-10,ID,0.9997779726982117
MSP,CIFAR-10,ID,0.9899864792823792
MSP,CIFAR-10,ID,0.9999973773956299
MSP,CIFAR-10,ID,0.8551739454269409
MSP,CIFAR-10,ID,0.9209443926811218
MSP,CIFAR-10,ID,0.9998757839202881
MSP,CIFAR-10,ID,0.9996848106384277
MSP,CIFAR-10,ID,0.9093464016914368
MSP,CIFAR-10,ID,0.998591959476471
MSP,CIFAR-10,ID,0.9999920129776001
MSP,CIFAR-10,ID,0.9998262524604797
MSP,CIFAR-10,ID,0.9997478127479553
MSP,CIFAR-10,ID,0.9999808073043823
MSP,CIFAR-10,ID,0.9864155650138855
MSP,CIFAR-10,ID,0.995547890663147
MSP,CIFAR-10,ID,0.5583997368812561
MSP,CIFAR-10,ID,0.9935086965560913
MSP,CIFAR-10,ID,0.946658194065094
MSP,CIFAR-10,ID,0.999984622001648
MSP,CIFAR-10,ID,0.9093104600906372
MSP,CIFAR-10,ID,0.9999929666519165
MSP,CIFAR-10,ID,0.9999029636383057
MSP,CIFAR-10,ID,0.9809151887893677
MSP,CIFAR-10,ID,0.9999974966049194
MSP,CIFAR-10,ID,0.9146867990493774
MSP,CIFAR-10,ID,0.9999995231628418
MSP,CIFAR-10,ID,0.9974287152290344
MSP,CIFAR-10,ID,0.9994034767150879
MSP,CIFAR-10,ID,0.8552869558334351
MSP,CIFAR-10,ID,0.9848811626434326
MSP,CIFAR-10,ID,0.9996833801269531
MSP,CIFAR-10,ID,0.5414937138557434
MSP,CIFAR-10,ID,0.9999682903289795
MSP,CIFAR-10,ID,0.8416039347648621
MSP,CIFAR-10,ID,0.9980623126029968
MSP,CIFAR-10,ID,0.9999459981918335
MSP,CIFAR-10,ID,0.9815131425857544
MSP,CIFAR-10,ID,0.9985621571540833
MSP,CIFAR-10,ID,0.9974002838134766
MSP,CIFAR-10,ID,0.914389967918396
MSP,CIFAR-10,ID,0.991996705532074
MSP,CIFAR-10,ID,0.9960994720458984
MSP,CIFAR-10,ID,0.9999822378158569
MSP,CIFAR-10,ID,0.5703701972961426
MSP,CIFAR-10,ID,0.998832643032074
MSP,CIFAR-10,ID,0.9992104768753052
MSP,CIFAR-10,ID,0.9814503192901611
MSP,CIFAR-10,ID,0.9987986087799072
MSP,CIFAR-10,ID,0.9998239874839783
MSP,CIFAR-10,ID,0.999660849571228
